"ens_gene","target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","D0_PF_1","D0_PF_2","D7_PF_1","D7_PF_2"
"ENSMUSG00000027447","Cst3",5.50497751699936e-260,3.00533807065979e-257,1.92880198918206,0.0559979197086666,9.52469245582255,1.24218288249869,8.62645061742636e-05,0.00304950250552401,0.00163482382241574,0.00304950250552401,5104.26232761056,5337.75313272864,37813.4163511058,34123.4386282992
"ENSMUSG00000021943","Gdf10",1.65958565579375e-257,8.75818670084222e-255,3.02835857100381,0.0883465512152766,6.24394617864429,3.05961933439893,0.00371289536065713,0.000238288951611871,0.00409221775097636,0.00409221775097636,119.539618550019,106.380559370761,2397.10452779538,2284.28115430837
"ENSMUSG00000038244","Mical2",5.13722698592091e-236,2.62363153680967e-233,-1.53010932857912,0.0466437658713324,8.17339254893472,0.78169556767934,0.000238093057951439,0.00168797975863418,0.00193754783670823,0.00193754783670823,7292.07795860095,7960.27817326243,1652.71684533425,1645.65492212031
"ENSMUSG00000053398","Phgdh",2.37985876379535e-234,1.17743512338775e-231,-1.72113867657357,0.052654937548795,7.21832768384218,0.987625390247123,0.000230897721964432,4.80156500189651e-05,0.00254164472630307,0.00254164472630307,3236.86168954387,3213.52736488924,585.935489041205,567.121045233302
"ENSMUSG00000029752","Asns",2.8942466527194e-234,1.38853675775314e-231,-2.11762436790759,0.0647965143497584,6.61121797303232,1.49547411115892,0.000874117579016104,0.000170567381354691,0.00332447069286234,0.00332447069286234,2160.1723476738,2125.26196671374,265.55003476765,249.41658106342
"ENSMUSG00000038175","Mylip",6.12264049806416e-227,2.85098954015741e-224,1.81349094104676,0.0563872176218379,7.28994686621713,1.09750809435316,0.000703420663226229,0.00118402423717833,0.00247609764790628,0.00247609764790628,574.385149817252,608.752325806369,3747.63333252167,3513.01224741876
"ENSMUSG00000052776","Oas1a",2.26634616589523e-218,1.02516549995581e-215,3.66033465157164,0.116044229262357,5.90016688930471,4.47105216823851,0.00830632481838718,-0.000752953208667821,0.00515993832670736,0.00515993832670736,53.7144682823552,62.74722870684,2369.24750102536,2186.15824388203
"ENSMUSG00000022037","Clu",2.78540831971726e-213,1.22496068104899e-210,3.56546519583012,0.114390599748704,5.64087652018715,4.23792655043287,0.00684213341796116,-0.00622333910661578,0.00624307589290703,0.00624307589290703,48.0126968720887,45.7685419056415,1687.37095324611,1661.86241875535
"ENSMUSG00000025432","Avil",3.58600882054302e-212,1.53442409856317e-209,-4.21903464011109,0.135716082182776,5.38367377188013,5.93670722904183,0.0107593554524789,-0.00582515911838991,0.00765949951056321,0.00765949951056321,1719.48410171121,1874.40235046764,27.4273723105705,24.4957449747457
"ENSMUSG00000028195","Cyr61",5.07793032695544e-212,2.11562612990417e-209,-1.82016392621535,0.0585713111749663,9.89829296583386,1.10661930509373,6.27751984423779e-05,0.00336782329431235,0.00163706978633957,0.00336782329431235,48231.090305497,50663.9809961794,8444.78297982897,7593.08179030869
"ENSMUSG00000027339","Rassf2",1.63339103262293e-206,6.63072995602209e-204,1.61900127682316,0.0527952235763264,8.13146747691349,0.874241923407545,0.000831516138434292,-5.11982046284834e-05,0.00195581949404,0.00195581949404,1544.77446237458,1481.24667678112,7498.58366958323,7780.18855118189
"ENSMUSG00000048706","Lurap1l",5.09412743716278e-204,2.01625563962903e-201,-2.1726297125932,0.071285091081123,6.71735407253207,1.57457593609282,0.00192564194556919,-0.000221671827741479,0.00315592226487481,0.00315592226487481,2459.10072445753,2439.08579818547,267.225634652673,290.148818074177
"ENSMUSG00000005087","Cd44",1.83600796506571e-200,7.08967758607812e-198,-1.28670522313906,0.0425942529072099,8.88863641822823,0.552092787547455,0.000101104492629212,0.000232911201886225,0.00171316588809415,0.00171316588809415,13966.078030627,13623.0554055462,3758.42704819613,3860.4895016244
"ENSMUSG00000015852","Fcrls",6.74403331382827e-196,2.54217941486974e-193,4.60076749448322,0.154084024902444,7.02890879999882,7.07151510391789,0.00715591849093479,0.0165859682392023,0.00273415924945616,0.0165859682392023,100.098515215307,126.719330315457,10192.764965875,12444.8533927697
"ENSMUSG00000031963","Bmper",1.53422229701443e-193,5.64879242007732e-191,-2.07747370769185,0.0700035003265386,6.64257296226605,1.4405548915437,0.00162730147555901,0.00125653276453055,0.00327318858240869,0.00327318858240869,2257.72460338615,2079.8375067761,261.719795403948,280.537791893562
"ENSMUSG00000006360","Crip1",2.40275616152132e-192,8.64555353391036e-190,1.76824261973971,0.0597703008127783,7.39901045662455,1.04242260109652,0.0011919548312766,-0.000899034318473203,0.00238053402797341,0.00238053402797341,685.50455342728,663.906411768196,3932.04745809374,3980.23131925507
"ENSMUSG00000054404","Slfn5",3.34447898788536e-189,1.17666202969336e-186,3.24618186802186,0.110645592905744,6.47352690536352,3.52072720491094,0.00810640386012391,0.00413604336933965,0.00357037213391368,0.00413604336933965,113.934113629976,142.218293551858,3260.60942182139,3305.23113546932
"ENSMUSG00000034422","Parp14",1.06651675718093e-188,3.67067245645401e-186,2.12854956768896,0.0726491046901793,6.38374603196898,1.51066700962911,0.00152279674657528,-0.000883913357329383,0.00375509566570936,0.00375509566570936,202.979686505331,204.575113011239,1759.36693031494,1673.6287408724
"ENSMUSG00000022836","Mylk",9.56897928718213e-188,3.2233208526525e-185,2.2560385857596,0.0771977445652827,7.66227841442802,1.70054302798937,0.000464096087638404,0.00549539567832823,0.0021937102179424,0.00549539567832823,693.312548120915,682.378138453229,7094.07553391728,6084.05975081751
"ENSMUSG00000034463","Scara3",4.00580802492367e-186,1.32124901355399e-183,1.33458329926499,0.0458679003357192,8.33478217988472,0.593895402424371,0.000231005427745673,5.58068703001541e-05,0.0018728588534618,0.0018728588534618,2173.28419288681,2101.73483513585,8098.29550438949,8140.57107953699
"ENSMUSG00000037411","Serpine1",1.951583187095e-185,6.30560510573224e-183,-3.2008575883887,0.110215430440778,10.1692904424086,3.42326139445335,0.000118792234624353,0.0120286488726216,0.00166101800065704,0.0120286488726216,124160.086320771,134605.519353348,5833.22113540552,4751.46239280683
"ENSMUSG00000073490","Ifi207",2.94129045712477e-185,9.31330210343987e-183,3.35645281990737,0.115629240016582,5.84624668183284,3.76303430766413,0.00800746861706999,0.00365622674704597,0.00536265252974234,0.00536265252974234,67.0155956532777,61.286316608858,1678.5705084936,2044.08585697062
"ENSMUSG00000036887","C1qa",6.04294031260374e-183,1.87591825547338e-180,4.99002824213868,0.173001160921706,7.43998930480278,8.32008022023407,0.00332437753049041,0.0266050241497678,0.00234716410891143,0.0266050241497678,123.134795047764,159.091647347264,18364.9685103039,23196.5265333154
"ENSMUSG00000024190","Dusp1",7.85128611567368e-182,2.39041464967973e-179,-2.02978593040068,0.0705890596775928,7.38902528715178,1.37666551798164,0.00112982518161847,0.00385299016454829,0.00238895162531145,0.00385299016454829,4165.22267155918,4784.2614769922,578.073870631442,593.986740355199
"ENSMUSG00000030268","Bcat1",5.38537153296453e-181,1.60870192660178e-178,-2.03871526691555,0.071065083444388,6.42030898093596,1.3857991577971,0.00137317624986696,-0.000854409331494572,0.00367706983509087,0.00367706983509087,1688.65992968068,1714.80575667738,225.920508924506,216.415692800041
"ENSMUSG00000034868","Myl12b",2.58278837071843e-179,7.57235286763226e-177,1.73446237602222,0.0607454992605685,6.90856636974039,1.00302671444179,0.000810432136453292,-0.000450227392101008,0.00287958354396243,0.00287958354396243,427.608344198855,412.436595448932,2367.74621237387,2395.82154284712
"ENSMUSG00000044583","Tlr7",5.13375983246544e-179,1.47777610304714e-176,3.58316624738765,0.125597787605722,5.73557814970254,4.28700453263065,0.00996141044623582,0.00100521029067702,0.00581339380521632,0.00581339380521632,52.807775624425,49.4942424276205,1681.05897269124,2052.06589333181
"ENSMUSG00000029096","Htra3",1.37742137339435e-178,3.89416699706775e-176,2.56781796718796,0.0901168280489678,5.88289740631907,2.20331039933617,0.00264435680713279,0.00547668589047443,0.00522370989087322,0.00547668589047443,108.253135182291,90.3215276928608,1297.93943146194,1292.4664031809
"ENSMUSG00000026365","Cfh",6.88452598038326e-171,1.91220728634084e-168,2.64608248845423,0.09495722441818,6.82090997242347,2.33992876154751,0.00228900316729616,0.00672787130190844,0.00300167863849508,0.00672787130190844,259.760999592247,228.575692599089,3208.24464353135,3692.76943484626
"ENSMUSG00000027397","Slc20a1",7.86721335772171e-170,2.1474779634388e-167,-2.09215983272989,0.0753155145138613,8.59718443672596,1.46282587304711,0.000779409429651907,0.00489301729683575,0.00178573895256963,0.00489301729683575,14472.2221378625,16423.6449044175,1826.0896355921,1981.78028600046
"ENSMUSG00000022548","Apod",6.23969283517091e-169,1.67435282993942e-166,3.18984995950214,0.1151401905007,6.54610205394658,3.40055243035763,0.00271615640409955,0.0105411070644378,0.00343605259707713,0.0105411070644378,146.766878702253,135.154024410243,3821.74650856295,3081.88968659593
"ENSMUSG00000024640","Psat1",7.77299293832033e-169,2.05103373665812e-166,-1.54033504599093,0.0556155310820709,7.01728197303149,0.791892631595849,0.000345829282520414,0.00117709115731265,0.00274725801502038,0.00274725801502038,2503.70580384701,2319.15111799274,512.109575222947,519.960713385129
"ENSMUSG00000035279","Ssc5d",2.58029141040721e-162,6.6969137064864e-160,1.65719915510087,0.0610402048899401,6.90754504123503,0.916151308469252,0.000844985722433173,0.000227457147929942,0.0028809208905727,0.0028809208905727,440.957031515817,431.234249570066,2360.7384498974,2219.68923069971
"ENSMUSG00000019810","Fuca2",4.70835480593934e-162,1.20230118205857e-159,1.75834685924916,0.0648186540304568,7.01263181880278,1.03101596308389,0.00144890959145722,-0.000816803681297771,0.00275254831886284,0.00275254831886284,455.552689131752,465.557226006659,2614.77686154897,2736.13748789196
"ENSMUSG00000063531","Sema3e",1.20556654660514e-161,3.02960786759565e-159,-2.13843695089656,0.0789308424468644,6.61810509388909,1.52845758291284,0.00198871711272414,0.00424136077664758,0.00331308298956274,0.00424136077664758,2199.39927178683,2160.83266708193,277.416442753833,237.067723404479
"ENSMUSG00000052854","Nrk",4.70889234246964e-161,1.16486224321843e-158,2.52378450893646,0.0933273900290763,6.79106394333983,2.12896941700231,0.00143011580919494,0.00727988592044439,0.00304544731015509,0.00727988592044439,259.409699874247,243.70526343424,3431.59860588649,2877.88658929458
"ENSMUSG00000020256","Aldh1l2",2.67894191828556e-160,6.52507822312262e-158,-2.19580457083021,0.0813924408033283,6.31617535323754,1.60795411804717,0.00271378644514412,-0.00156146601381212,0.00391094297477918,0.00391094297477918,1715.91995561246,1603.3452365353,183.863036284548,184.367490081409
"ENSMUSG00000040618","Pck2",2.47103373698076e-158,5.92748577634536e-156,-1.18928123741345,0.0443596254761888,8.63754178608708,0.471523944252541,0.000193557747332478,-0.000102572200350584,0.00177421862505526,0.00177421862505526,10201.3133123512,10239.3684352902,3082.15329459567,3140.37395675338
"ENSMUSG00000073889","Il11ra1",1.45842377832156e-157,3.44623362065476e-155,1.52046044848705,0.0568528520406574,8.11849471915609,0.770733412673398,0.00127064740736069,-0.00107051610398382,0.00196159937779619,0.00196159937779619,1566.19275181738,1571.03297764472,7278.78114443592,7076.9042944039
"ENSMUSG00000021876","Rnase4",7.04861201400822e-157,1.64108272655556e-154,1.13894195057738,0.042681152113937,9.19994333941875,0.432709181544711,0.000160053580036798,0.00030933534452448,0.00166162716573623,0.00166162716573623,5519.30316144878,5680.29944279719,17208.7911447483,17775.8451732032
"ENSMUSG00000067780","Pi15",7.52015763710253e-157,1.72549472044358e-154,3.3846158082271,0.12684792453927,5.59270859413005,3.82624745835082,0.00961036221784282,0.00194874065799156,0.00648003374207748,0.00648003374207748,49.1152029906159,48.7300436960559,1623.19408378165,1309.22682716122
"ENSMUSG00000024587","Nars",1.44792179200271e-156,3.27478540156956e-154,-1.09719306906624,0.0411582101518217,9.58649837755932,0.401430247718929,6.12378460282906e-05,0.000167818328866641,0.00163276041687323,0.00163276041687323,25349.5894855995,25075.1437421314,8297.58241836776,8535.29650341882
"ENSMUSG00000019880","Rspo3",8.49814933607594e-156,1.89496760970076e-153,2.66845929270906,0.100349844680925,5.86442862489517,2.37901099978454,0.00477698481721844,0.00340201643692716,0.00529310651026742,0.00529310651026742,98.9644829317741,86.039186294455,1416.65181357181,1262.07955273924
"ENSMUSG00000003541","Ier3",1.08037293281641e-155,2.37562003782631e-153,-1.86507608572644,0.0701616749491342,6.82488576061402,1.15962296209017,0.00192678227396216,-0.00174674191305093,0.00299587835770581,0.00299587835770581,2356.6381942718,2320.2462543839,365.736779630566,357.816033596777
"ENSMUSG00000019872","Smpdl3a",2.75054000893689e-154,5.9652807426697e-152,1.92802135431109,0.0728636733888674,6.12893479579706,1.24249634796799,0.000899458473498756,0.00421189213869953,0.00440965642622079,0.00440965642622079,174.920560992989,174.128688675793,1119.95211968161,1292.0901917319
"ENSMUSG00000108596","Itgam",5.24824595451418e-154,1.12284094529552e-151,2.44265608012375,0.0923979000741936,7.32570146481807,1.99454782321392,0.000925769622698055,0.00761160231542262,0.00244424304645945,0.00761160231542262,433.10142577969,461.988231468427,4723.64389929653,5616.86162876286
"ENSMUSG00000030786","Itgam",5.24824595451418e-154,1.12284094529552e-151,2.44265608012375,0.0923979000741936,7.32570146481807,1.99454782321392,0.000925769622698055,0.00761160231542262,0.00244424304645945,0.00761160231542262,433.10142577969,461.988231468427,4723.64389929653,5616.86162876286
"ENSMUSG00000024493","Lars",7.98417011271793e-154,1.685405082994e-151,-1.19073064830361,0.0450685743724973,8.62681495463761,0.472789469323331,0.000253943041114936,1.05225391140897e-05,0.00177723335485439,0.00177723335485439,10282.2047835505,9957.60371047033,3067.43323844954,3083.98461048454
"ENSMUSG00000001663","Gstt1",1.37257399418353e-153,2.8592883520939e-151,2.58311925834573,0.0978456722920503,6.22898917158559,2.22578275416106,0.00544232694667235,-0.00302074712336232,0.00413144863961095,0.00413144863961095,143.915257680971,134.080993685574,1909.52559455129,1782.80859698707
"ENSMUSG00000045573","Penk",9.29822646265405e-152,1.91181196567193e-149,4.07498996401046,0.155296921595387,5.5842287274865,5.53874238925501,0.017594069705511,-0.0122520892159938,0.00652306415149265,0.00652306415149265,36.0329395889502,32.4586314569732,1938.33354077904,2150.32251999213
"ENSMUSG00000041313","Slc7a1",1.31883350426394e-151,2.6768938512188e-149,-1.5052510819426,0.0573938683021812,6.86948891520282,0.755800749250527,0.000361885671222169,0.000448828359890339,0.00293217044746595,0.00293217044746595,2045.81511338564,2038.94494357498,466.013388839999,440.233342912442
"ENSMUSG00000028019","Pdgfc",2.27196339383792e-151,4.5531296773724e-149,-1.35221454309567,0.051599481256681,7.77351533603033,0.609773611098931,0.000532358852307553,-0.000114027483627147,0.00213014761365102,0.00213014761365102,4580.1839127012,4767.30649242318,1213.40749242906,1203.27335029413
"ENSMUSG00000024359","Hspa9",3.81816690904218e-149,7.55615231299448e-147,-1.1664355218329,0.0448456819557366,8.19484488576999,0.454106107067132,8.26983162901668e-05,0.000790548987612124,0.00192843687378491,0.00192843687378491,6595.84307962924,6385.44395981404,1971.72551397388,2071.63833072527
"ENSMUSG00000027859","Ngf",8.66731893277463e-149,1.69408633757639e-146,-2.77396924670764,0.106779446733947,5.89691375426952,2.56805031785654,0.00622998082314061,-0.00160719487821714,0.00517186942166711,0.00517186942166711,1462.75092090494,1449.58993513135,84.4521624031259,96.7971754059611
"ENSMUSG00000061132","Blnk",1.38415945402931e-148,2.67244054587707e-146,4.76593060949842,0.183583963867757,5.23281168720143,7.58974025160915,0.0250324388538579,0.00253065128290431,0.00867063293553995,0.00867063293553995,18.021772720227,15.6310473370831,1745.04022903928,2360.24992018704
"ENSMUSG00000046546","Fam43a",3.72517723026616e-147,7.03604295888056e-145,1.58090244188111,0.0611957301515629,7.13055559423897,0.834434366802956,0.00111833565276885,0.000906949178832456,0.00262658173601406,0.00262658173601406,585.114975007986,548.196909804529,2840.96574006945,2669.77923061893
"ENSMUSG00000026222","Sp100",3.73312031673804e-147,7.03604295888056e-145,3.24097276111054,0.125456398401784,5.97720929726246,3.50851766679954,0.0108511247224661,-2.68436533919988e-05,0.00488818317748104,0.00488818317748104,83.6854270562333,71.7710766280941,2139.21055987208,1856.96049617127
"ENSMUSG00000006205","Htra1",1.49250453183161e-145,2.77992138211271e-143,1.16963493475381,0.0455279118169907,8.56874695791832,0.456681904513272,0.000278641004728063,0.000721275466902348,0.00179414974968762,0.00179414974968762,2928.12641138708,2937.75219062761,9750.67713095392,9153.86013727587
"ENSMUSG00000003849","Nqo1",7.65997173659082e-145,1.41014735504309e-142,-1.76157504154661,0.068739412406885,6.78692710611916,1.03492155920347,0.00167355715007307,-0.000864531844843918,0.00305154966797075,0.00305154966797075,2122.95172191838,2152.52915627684,377.059899742967,356.790772755526
"ENSMUSG00000074207","Adh1",3.92107674585501e-144,7.13545828050305e-142,3.08399533266554,0.120642207995885,5.37285739544881,3.17061466846165,0.00682710478687075,-0.00641870804581154,0.00772743756325171,0.00772743756325171,45.2000302338847,46.0078213144126,988.450144940251,1025.13396495721
"ENSMUSG00000042082","Arsb",4.52452636495459e-142,8.14003425113195e-140,1.25840161733519,0.0495882485904432,7.83668741891837,0.528389113120297,0.000362222257972864,0.000434132166565885,0.00209677214029473,0.00209677214029473,1380.87053718859,1317.85732822886,4674.72913006006,4825.35404798163
"ENSMUSG00000032715","Trib3",5.12636288046858e-140,9.11916596894142e-138,-2.89088824954311,0.114762306920546,5.32990292799233,2.78631345096271,0.00516625611344599,-0.00431351534260783,0.00800413097627951,0.00800413097627951,868.973348347925,882.042038972164,46.7865485578484,49.5334477640395
"ENSMUSG00000024962","Vegfb",2.44811398599294e-139,4.30650451402669e-137,1.58949254064189,0.0632553850326983,6.90684172888312,0.844248055664502,0.00111940079399468,0.00200941432465613,0.00288184294164023,0.00288184294164023,453.678229662769,447.906963066299,2091.79925782036,2337.74782418421
"ENSMUSG00000021665","Hexb",4.38237509317982e-138,7.62436950277174e-136,2.61090924704577,0.10438087716028,8.13034597966891,2.27954594378087,0.000410029143693846,0.0104853383730555,0.00195631679817796,0.0104853383730555,928.676036648141,911.358204949646,11291.4398814383,13901.0655325857
"ENSMUSG00000024912","Fosl1",8.2814586078752e-138,1.42513100739e-135,-1.98764785071576,0.0795444933670732,6.37427411557914,1.31828896633022,0.00255133004093586,-0.000489869773089899,0.0037759963840885,0.0037759963840885,1651.98360071379,1519.03771714105,212.874658113147,220.431080869075
"ENSMUSG00000055172","C1ra",1.30108026545036e-137,2.21491427554948e-135,1.19394195144439,0.0478154045848945,8.17279381136132,0.47577066198183,0.000348508489195727,0.000558792774132301,0.00193780442642142,0.00193780442642142,1986.06105679239,1914.52385916795,6591.82382429126,6284.16853111187
"ENSMUSG00000000275","Trim25",1.89921704822513e-137,3.19876641569152e-135,1.29824423750044,0.0520240589895044,7.78356927481391,0.562595633901154,0.000581782205557884,0.000592618544619915,0.00212472050818555,0.00212472050818555,1281.34066456124,1227.13148372683,4473.73349004279,4718.21812605823
"ENSMUSG00000020810","Cygb",5.10183435594906e-137,8.50234121298796e-135,2.10451189644885,0.0844672476035136,6.07152520821181,1.47999951104907,0.00255239685375773,0.00296170857248401,0.00458231906395553,0.00458231906395553,158.187765900777,143.757512663191,1171.94293163355,1313.35058970874
"ENSMUSG00000026389","Steap3",1.07881144041524e-136,1.77913986715146e-134,1.82515948366408,0.0733434726795213,7.20614058495268,1.11398855692611,0.00095859912717078,0.00442066585752091,0.00255309281774531,0.00442066585752091,563.310819395837,518.759063514225,3158.50927261568,3566.30999850341
"ENSMUSG00000036905","C1qb",1.6143148518546e-136,2.63482811696515e-134,4.68810963960309,0.188512780529526,7.80185258972553,7.34981537659511,0.00209016582489445,0.0334469025980787,0.00211496759410371,0.0334469025980787,209.419030993642,261.638673047007,21885.3265532495,29679.2508325487
"ENSMUSG00000023972","Ptk7",8.78367851724982e-136,1.41901222739897e-133,-1.04714252488567,0.0422220891727674,9.24461825704119,0.365622706864741,0.000126370920876266,5.39556642670168e-05,0.00165633389323686,0.00165633389323686,17237.073718438,17703.258492763,6139.39572494405,6120.80722227152
