D0_PF_1,D0_PF_2,D7_PF_1,D7_PF_2,target_id
861.0049447,855.1260148,867.4456839,807.9687844,Fut10
908.6240721,834.416018,1971.779573,1787.430763,Fut11
0.800840487,0.641741852,1.678900079,1.163622712,Fut2
46.73729447,44.08563722,152.8621215,179.4206472,Fut4
1.776563052,4.791917039,2.26462402,3.075782517,Fut7
1183.790841,1233.502321,1370.336482,1303.591576,Fut8
0,0,0,0,Fut9
224.3938118,241.9590539,394.4598305,386.4367051,Fuz
173.467266,147.5910463,103.040393,110.7281709,Fv1
266.8116809,222.777723,289.5368626,256.2360272,Fxn
4261.353673,4079.229286,3272.653513,3310.869162,Fxr1
537.745578,539.9218256,422.8530061,393.7720563,Fxr2
43.10601074,29.38272672,924.7776443,962.5071672,Fxyd1
14.57797414,15.2859068,88.09226701,151.0677966,Fxyd2
0.350198727,1.425976741,1.675671636,1.498638686,Fxyd3
5.511451418,1.794296201,5.625678379,0.709442813,Fxyd4
1278.382715,1340.547369,3100.061504,3684.315076,Fxyd5
182.4053358,191.9045388,167.6315334,127.1672984,Fxyd6
3.277394583,1.060765395,2.067027227,6.064682935,Fxyd7
31.75984505,29.46772833,489.545988,654.2305187,Fyb
104.6218567,101.8569146,34.38286947,24.90495472,Fyb2
836.9861695,831.8300211,650.3487498,676.5525398,Fyco1
3848.850739,3789.10945,2331.418101,2470.969147,Fyn
581.4507351,532.0824744,445.6030497,444.1892641,Fyttd1
5351.420217,5311.360901,5315.072581,5257.537594,Fzd1
17.97588249,27.79311911,1.132312011,0,Fzd10
3552.933174,3509.600076,4222.39149,3788.338808,Fzd2
272.3998903,281.3608578,125.8403278,201.2903541,Fzd3
213.4030722,173.4676177,925.0989132,1384.789659,Fzd4
1932.680939,2184.326282,1612.590972,1426.813411,Fzd5
1427.760208,1539.726828,507.3692913,362.0480196,Fzd6
3061.292788,3108.995807,2172.90675,2206.36133,Fzd7
959.0133308,961.258568,1276.115637,1171.873142,Fzd8
41.34452972,33.54341962,329.5027953,296.3003831,Fzd9
940.4399669,1071.470975,1199.431221,1245.63861,Fzr1
17.97588249,22.04281861,486.8941648,445.9884659,G0s2
536.7836215,475.9725329,292.1802618,256.0228089,G2e3
5715.779245,5732.448129,3883.163039,4123.180826,G3bp1
3973.680142,3783.090659,4127.663386,3936.910147,G3bp2
18.77285874,13.80193915,63.02608069,85.70772942,G430049J08Rik
8.987941244,6.708683924,10.1908081,6.154659999,G430095P16Rik
0,0,0,0,G530012D18Rik
0,0,1.132312011,0,G6pc
0,0,0,0,G6pc2
424.7941296,420.416494,442.8222246,498.5830743,G6pc3
0,0,0,0,G6pd2
925.303066,883.7049792,1796.319006,2467.620922,G6pdx
1471.455117,1632.638945,3387.323919,3460.321147,Gaa
1081.6062,1080.223396,1326.728904,1400.29612,Gab1
288.0748244,308.7964592,860.2296636,1219.160654,Gab2
7.073371594,14.38227117,160.8328305,207.9916086,Gab3
5342.968003,5552.220372,9897.054019,10196.87971,Gabarap
1226.543373,1223.361619,1161.938784,1368.944905,Gabarapl1
648.9293578,650.1212729,844.5385061,811.177075,Gabarapl2
423.0186938,519.9048345,392.0744366,247.9612828,Gabbr1
2.6682634,2.275325662,5.827577995,3.755339807,Gabbr2
440.4416065,428.2022181,327.0397481,326.0561518,Gabpa
1148.785821,1053.360021,793.6362324,742.6993248,Gabpb1
876.3902057,805.8430214,1117.915867,1117.676422,Gabpb2
1.744953411,1.839837737,11.16245073,3.477905071,Gabra1
2.785307909,3.583005912,2.731907059,1.738549606,Gabra2
26.57464456,20.12040345,64.71144128,53.03096911,Gabra3
18.50625498,28.36096663,11.6482603,21.06949702,Gabra4
0,0,2.709632578,1.225922778,Gabra5
0,0,0,1.025260841,Gabra6
242.0608127,167.3840945,75.5471069,80.95851793,Gabrb1
2.993951291,9.553435682,4.48255099,6.554229582,Gabrb2
62.30083287,68.6260758,12.55671982,17.86415868,Gabrb3
1.823118478,0.958383418,12.12405632,2.626672344,Gabrd
34.61076302,44.82449842,65.40567521,27.14943192,Gabre
5.983378865,0.844976965,0,0,Gabrg1
0,0,0,0,Gabrg2
6.232152498,7.435866124,0.722692748,1.976989645,Gabrg3
1.432708337,0,1.807397133,2.187004117,Gabrp
0.631787184,0.66779322,0.778624986,0.707135813,Gabrq
0,0,0,0,Gabrr1
2.112347937,0.614511988,2.64248854,0,Gabrr2
0,0.958383418,2.264624022,0,Gabrr3
0.635399728,0.339074953,0.892155199,0,Gad1
0,0,2.264624022,3.075782524,Gad1-ps
2.000332516,1.561103151,1.307698227,0.571835293,Gad2
668.4255359,665.2269886,204.7220218,229.0147109,Gadd45a
1135.254027,1231.084351,655.7048395,581.8377104,Gadd45b
6350.32605,6596.625223,1130.64679,1051.817185,Gadd45g
939.7244694,1026.181703,919.2861889,1000.64953,Gadd45gip1
2.794952692,3.15024145,3.159358979,1.8519754,Gadl1
580.7804238,548.917447,624.5129548,777.0626203,Gak
1.797588249,0,3.396936034,3.075782524,Gal
8.645633217,12.79756334,100.2495507,80.88458323,Gal3st1
0.155013813,0.419294927,0,0.523119075,Gal3st2
6.525362852,8.965306349,72.36312098,116.7767766,Gal3st2b
30.97104367,22.79100309,21.08322863,20.03284966,Gal3st2c
9.184497222,14.93537049,13.39053982,6.360384063,Gal3st3
159.4590259,162.8170556,313.0919831,268.9463534,Gal3st4
1393.637617,1384.571706,3249.981921,4494.690226,Galc
360.1128458,328.7506648,432.8655863,428.6315423,Gale
2837.493051,2708.391539,3032.331566,3216.243259,Galk1
503.231384,451.7349578,1117.244853,1183.433796,Galk2
318.2715348,326.1476663,594.9083626,566.5478991,Galm
531.4484379,500.2788359,1589.669985,1868.338713,Galns
955.3086746,931.6172954,992.0097859,924.0913909,Galnt1
5352.512838,5428.701893,4847.500801,4468.869805,Galnt10
795.0359795,825.4826329,1137.391162,1089.543691,Galnt11
25.54710435,24.5176924,493.5663056,706.6659747,Galnt12
223.5993806,232.8110068,309.639996,185.6422631,Galnt13
79.04616616,73.52011329,29.86492355,26.76120175,Galnt14
15.32421194,12.25517172,24.12089227,19.0846254,Galnt15
248.2925698,221.9693116,361.597251,361.3016772,Galnt16
696.1668208,634.8362071,1282.573726,908.2763302,Galnt17
1641.270429,1817.832641,3624.099122,2876.494026,Galnt18
390.7730502,386.6365913,298.447865,323.2553153,Galnt2
68.28296041,35.73017775,33.40182923,47.73741351,Galnt3
1160.451814,1118.903022,1440.29828,1529.268579,Galnt4
40.60390821,31.0028431,160.4062976,129.6513476,Galnt5
64.7008582,69.92222971,2052.060062,3219.197777,Galnt6
496.4097927,500.001531,738.4557619,909.8563697,Galnt7
0,0.984958081,85.50615124,73.74007253,Galnt9
0,0,0,0,Galntl5
1.485920404,2.497344322,0.552881696,1.028366647,Galntl6
0,0,0,0,Galp
0,0,2.264624022,1.025260841,Galr1
14.62931548,22.25914149,72.73694688,69.35987888,Galr2
0.898794124,0.958383418,1.132312011,3.099107993,Galr3
401.7304568,345.7982473,557.2355679,561.053056,Galt
166.0292887,144.7894656,1089.673069,1176.401445,Gamt
1628.273663,1573.467147,881.1314616,993.7483378,Gan
12541.77321,12606.57548,9350.632589,9186.337138,Ganab
129.2448093,210.8424867,251.881388,283.3065719,Ganc
58.751432,72.89443458,68.5089454,70.98678841,Gap43
16059.34261,16293.43599,16653.0695,18407.06108,Gapdh
0,0,0,0,Gapdh-ps14
0,0,0,2.93633088,Gapdh-ps15
247.6871643,237.5315839,267.72938,219.7134213,Gapdhs
4.562573466,8.587736541,94.4804983,110.1372474,Gapt
1819.962393,1861.457287,2000.886898,2278.305223,Gapvd1
594.1366389,589.909949,340.9030607,347.7308324,Gar1
304.6912082,319.1416781,199.286914,172.2438213,Garem1
86.28423595,69.00360608,19.24930419,11.27786925,Garem2
180.0199092,198.0744927,359.0132412,227.9656923,Garnl3
5193.507761,5054.979329,1722.336854,1630.490446,Gars
4435.986952,4241.224212,3037.121827,3171.826421,Gart
774.2819648,626.1982551,6785.914691,7220.778553,Gas1
467.9564019,492.0368135,1470.51247,1099.604977,Gas2
3263.155562,3444.420235,2753.131428,3023.3643,Gas2l1
0,0,1.143941629,0,Gas2l2
35.51615558,29.97294336,54.05617615,75.31596717,Gas2l3
10137.49893,11857.11964,73068.09409,83265.53396,Gas6
46.02041559,35.6150329,520.7884131,812.3690009,Gas7
1045.109571,1096.772559,1141.217401,1037.400773,Gas8
0,0,2.264624022,0,Gast
0,0.234556445,0,0,Gata1
31.96508633,75.5350142,112.5444531,49.20332754,Gata2
2.191601274,2.344568522,2.332425974,1.652709638,Gata3
10.69412778,7.576491023,22.18103847,11.84068716,Gata4
12.59371451,6.712466293,5.661560056,3.076738796,Gata5
20.67226486,22.04281861,19.24930419,23.58099935,Gata6
3624.29884,3448.110342,2396.257268,2392.024314,Gatad1
4316.485241,4387.519447,3052.426626,3227.722025,Gatad2a
1054.702574,1010.945914,898.2389833,958.9677007,Gatad2b
169.9886461,233.5987058,607.060667,754.3274599,Gatb
737.5182574,659.8454685,756.8148637,802.1122987,Gatc
603.3268341,612.9364958,1057.290869,1078.779828,Gatd1
16.1177412,8.94370786,273.0336627,382.6147312,Gatm
86.37728963,91.70229892,113.6679567,134.1870103,Gatsl2
1074.957773,1082.973262,854.8955685,827.3854989,Gatsl3
2821.684003,2922.934862,5848.353115,6374.889805,Gba
546.4255454,543.1968301,625.8511037,695.8178187,Gba2
451.9010827,397.3003521,827.7605467,816.8975211,Gbe1
401.666206,408.6286218,417.9770039,418.3935159,Gbf1
6.291558871,19.86381963,39.63092039,39.99839648,Gbgt1
2.230527704,0.445453302,10.4488968,9.74202794,Gbp10
1.289674344,0,7.457606265,1.683248138,Gbp11
608.5851742,606.4016807,1276.959611,886.5842234,Gbp2
0,0,0,1.025260841,Gbp2-ps
0.899527228,1.916766836,0,0,Gbp2b
35.91413925,30.34552008,663.5847402,323.1922084,Gbp3
1.457965059,3.176703478,24.3215573,8.009389088,Gbp4
28.52775699,22.89353222,117.1803457,101.1798761,Gbp5
77.38117805,64.19834873,1670.731041,1049.088249,Gbp6
120.7061509,119.3842733,842.2983095,647.5956398,Gbp7
0,2.507882485,25.96356195,27.59795277,Gbp8
15.70722929,22.35297634,362.7478862,371.1067131,Gbp9
22.46985311,31.62665279,3.396936034,2.050521683,Gbx1
2.708465435,0.722173637,35.8600053,50.31949086,Gbx2
0,0,0,0,Gc
60.07874484,57.63051868,167.3556883,76.39825618,Gca
430.3284942,397.6959825,801.8360582,806.9479478,Gcat
564.4896706,498.3049828,403.4814091,402.7031135,Gcc1
198.1676008,174.4486824,241.8020678,244.7434916,Gcc2
174.4037408,196.562424,296.6781476,299.7395765,Gcdh
191.6531663,164.7620159,177.4852457,161.2038169,Gcfc2
0,0,0,0,Gcg
0,0,0,0,Gcgr
79.09388295,55.58623823,337.4289793,400.8769889,Gch1
17.97588249,29.70988595,20.3816162,31.78308608,Gchfr
14.80937626,0.826056623,22.16821975,26.5391216,Gck
0.898794124,0,0,0,Gckr
354.195097,354.9361486,184.3529129,218.0488986,Gclc
1544.261424,1444.345799,834.1550041,1292.227752,Gclm
14.28817495,10.58203603,2.296470193,5.158844089,Gcm1
0,0,2.264624022,1.025260841,Gcm2
2467.763713,2932.58666,2259.269884,2502.17211,Gcn1l1
226.4566215,247.6790737,1224.05867,1341.515521,Gcnt1
314.4006604,303.0907522,124.1683618,115.2744079,Gcnt2
2.696382373,0,1.132312011,4.101043365,Gcnt3
337.9465908,333.5174294,695.2395749,514.6809423,Gcnt4
2.401716601,0,3.87038721,5.483771889,Gcnt7
9.530054729,11.21735943,4.41525672,0,Gcom1
0,0,1.697699068,0,Gcsam
1633.406534,1548.083376,1351.564652,1188.360647,Gcsh
53.02885334,56.54462165,148.3328739,172.4475959,Gda
12.01099755,5.684920123,6.523937856,3.823903492,Gdap1
22.25491034,23.15638567,6.995592005,6.315585764,Gdap1l1
637.5382216,563.5217499,618.5685333,557.0998199,Gdap2
756.8025287,758.1672238,914.7663929,958.946212,Gde1
0,0,0,0,Gdf1
119.5396186,106.3805594,2397.104528,2284.281154,Gdf10
817.0038591,789.7079362,991.9053218,870.4464542,Gdf11
397.1112984,428.5555823,388.1739065,712.5179657,Gdf15
0.898794124,0.958383418,0,0,Gdf2
17.89601731,6.852836572,23.5265792,6.032849421,Gdf3
13.48191187,7.667067342,2.264624022,6.151565048,Gdf5
17.97588249,17.25090152,12.45543212,18.45469514,Gdf6
10.67228936,14.22498739,86.2767041,77.11089612,Gdf7
4.840052999,6.100569111,4.581942692,5.794138366,Gdf9
1131.288672,1300.212782,1365.051937,1109.373289,Gdi1
7212.835235,7000.157581,9901.637384,10090.99857,Gdi2
530.2885334,499.3177607,63.40947263,47.1619987,Gdnf
203.1274721,186.8847665,439.3370604,598.7523313,Gdpd1
3.540849306,3.604922639,10.82204547,60.17746208,Gdpd2
18.6990606,25.75764269,29.8056531,32.01649223,Gdpd3
0,0,1.534601124,0,Gdpd4
41.74245322,54.10595086,112.3306471,139.3222269,Gdpd5
216.2289552,216.3348533,191.7091648,273.8400812,Gdpgp1
60.90553154,59.21336164,72.21678948,66.41200918,Gem
402.7526388,418.0677858,236.6054988,248.5372753,Gemin2
779.8107401,722.0889588,584.3084357,417.5819751,Gemin4
1961.82246,1949.957779,1073.124915,1041.590889,Gemin5
336.0788582,337.9807879,209.6005581,232.5776155,Gemin6
0,0,1.132312011,0,Gemin6-ps
907.6612461,939.4909755,958.2088691,953.9054847,Gemin7
188.7628763,147.9467021,178.468889,171.163251,Gemin8
201.2007113,190.8415138,124.4706675,166.4574992,Gen1
1469.408508,1588.870592,1460.270777,1515.582824,Get4
23.63083836,100.4985913,124.2650158,116.933768,Gfap
977.1816546,993.2852991,760.0957371,784.9002664,Gfer
0.900474512,4.800855662,0,2.054361865,Gfi1
0,0,0,0,Gfi1b
2335.792418,2200.540085,1779.713432,1904.458706,Gfm1
905.1911176,993.6744591,925.0337259,1006.497509,Gfm2
333.8242543,295.1043917,112.0223117,85.22805097,Gfod1
110.4970354,114.9120906,98.50964357,102.4995555,Gfod2
955.1750143,916.867541,760.8712603,736.7610678,Gfpt1
1286.528562,1189.157445,697.1190353,557.5334697,Gfpt2
76.04539899,72.16162046,384.744834,371.907766,Gfra1
85.85104977,83.95161947,2783.953196,2658.373685,Gfra2
0.898794124,3.833533671,1.132312011,10.25260841,Gfra3
185.4505897,188.5326221,258.0316254,195.5347571,Gfra4
0,0,0,0,Gfral
0.641576316,0,0,0,Gfy
2520.218725,2715.100222,3545.268907,4370.686966,Gga1
2487.725777,2586.278894,5494.925624,6052.995402,Gga2
358.9923571,365.9199954,361.4977704,445.8636406,Gga3
218.5987329,201.5609835,217.0130308,289.9227321,Ggact
126.1923059,100.7853016,67.47813363,57.72069912,Ggct
763.3252215,769.9622928,799.6549743,728.9463117,Ggcx
716.3389172,692.911211,1773.20061,1761.398125,Ggh
92.68498383,63.70236601,148.9860268,168.2314159,Ggn
85.74707074,85.91744315,82.71756319,58.26683643,Ggnbp1
1827.8619,1551.641808,1424.294584,1520.266266,Ggnbp2
385.6487149,409.9774043,331.569663,267.4725469,Ggps1
0,3.029674856,3.830864981,1.382865953,Ggt1
19.45052052,22.99528323,251.3778169,318.0381587,Ggt5
0.898794124,0,0,1.025260841,Ggt6
320.584292,306.2044338,216.3686207,199.1393795,Ggt7
690.161073,636.6767157,698.4661233,852.7017373,Ggta1
0,0,0,0,Gh
308.8380729,330.782355,273.1575683,329.0827286,Ghdc
19566.76486,19362.57903,10764.17149,10612.01618,Ghitm
466.5163214,508.7312285,822.8022711,668.4917722,Ghr
0,0,0,0,Ghrh
0,0,0,0,Ghrhr
6.991756118,1.695369799,4.544287115,7.950713155,Ghrl
0,0,0,0,Ghsr
979.5375137,945.5550489,899.2853418,899.6214249,Gid4
1687.16399,1699.339912,1957.438792,1949.336275,Gid8
0,0.958383418,0,0,Gif
1130.545188,1058.873368,1274.372849,1458.161732,Gigyf1
723.2989462,737.2008989,789.1586881,720.9286598,Gigyf2
1.411231126,2.24708919,1.771517029,1.606943504,Gimap1
0.945918677,2.017187473,4.766001057,6.47163925,Gimap3
0,1.094142026,0,0,Gimap4
0.53695276,0,0,0,Gimap5
15.58876883,15.15651189,18.61347221,14.3599209,Gimap6
0,0,0,0,Gimap7
4.668331921,3.929730704,5.661559077,2.133131547,Gimap8
41.11096511,26.32345044,48.228992,34.05703963,Gimap9
0,0,0,0,Gimd1
227.9728925,191.491045,270.0036806,254.4055637,Gin1
1242.184319,1239.69666,1516.087373,1332.437782,Ginm1
107.1209002,116.9426491,164.0205415,190.1718969,Gins1
2053.197656,1869.166603,2030.8714,2080.230929,Gins2
176.1087284,166.8426025,138.4764632,182.3157194,Gins3
1072.26139,954.5498841,1187.7953,1110.357491,Gins4
0.960649655,1.024064054,0,0,Gip
502.6830157,563.1462449,648.0522843,756.4809989,Gipc1
1.860927564,7.862541156,11.21046295,12.66298029,Gipc2
18.71937375,24.90569981,14.8532878,16.50953662,Gipc3
6.021493102,2.79145646,7.555490256,3.383819404,Gipr
945.3314296,991.6294129,991.1704429,1136.821084,Git1
1783.038094,1689.077202,2279.754794,2532.593041,Git2
3340.221426,3288.688151,3359.577019,3613.007108,Gja1
0,0,0,0,Gja10
1.374984021,3.421414072,1.154960641,0,Gja3
7.190352995,16.2925181,4.529248045,4.101043365,Gja4
0.926249859,7.667091645,12.45917485,5.127968586,Gja5
5.392764747,0.958383418,10.1908081,6.151565048,Gja6
5.446232522,13.58607593,11.4492014,13.38947355,Gja8
0,0,0,0,Gjb1
648.0305637,684.2857603,30.5724243,32.80834692,Gjb2
107.4588948,137.9278798,14.88295168,12.34668594,Gjb3
50.35407405,63.27551479,6.796775268,12.30835259,Gjb4
71.00473583,40.25210355,26.04317626,28.70730356,Gjb5
0.552808023,2.358882158,1.395311952,7.511424648,Gjb6
1148.979412,1026.148094,718.5081424,621.7743956,Gjc1
17.15845359,11.55535903,36.40615675,25.75281235,Gjc2
2.480810205,3.651311544,4.910278267,6.800024789,Gjc3
0,0,0,0,Gjd2
0.898794124,1.916766836,2.264624022,2.050521683,Gjd3
4.493970622,5.750300507,3.396936034,2.050521683,Gjd4
2.141281852,1.958338136,2.270100593,1.208227632,Gje1
517.9346866,319.9301277,738.7623671,753.8327445,Gk
0,0,0,0,Gk2
170.3062539,190.490884,206.6112549,189.2977483,Gk5
223.5151356,210.1479743,259.5436506,235.3311488,Gkap1
0.898794124,0,4.529248045,1.025260841,Gkn1
0,0,0,0,Gkn2
0,0,0,0,Gkn3
316.8128202,328.7529119,1188.032131,1476.991274,Gla
2336.430255,2328.167064,5586.51345,6269.249443,Glb1
510.4701497,549.1042391,2054.053721,1467.504585,Glb1l
20.23664805,11.10958362,20.51457243,9.122733183,Glb1l2
0,0,0,0,Glb1l3
52.54615969,49.69918025,73.70498676,68.54279132,Glcci1
2019.753417,2060.714697,560.1560186,543.3262009,Glce
16.17829424,19.16766836,10.1908081,5.126304206,Gldc
40.4457356,36.41856987,7.926184079,4.101060697,Gldn
245.9546159,245.1999162,255.173463,268.6994224,Gle1
5973.723755,5851.827859,5709.209087,5535.998961,Glg1
4.169780415,5.309650797,1.219832486,7.885628732,Gli1
76.8267157,77.72129217,57.39535626,46.01525331,Gli2
676.3973728,640.2461084,661.517866,559.4100607,Gli3
88.29953972,110.0169232,404.6979759,474.1748853,Glipr1
0,0,0,0,Glipr1l1
0,0,0,0,Glipr1l2
0,0,0,0,Glipr1l3
6092.253386,5604.927468,2824.864206,2664.865386,Glipr2
69.17506073,92.24315638,34.73774182,35.43785896,Glis1
336.475343,363.128855,471.9184848,453.8221008,Glis2
254.6520592,174.2044167,130.7091493,162.3254045,Glis3
276.8778057,215.0677778,323.7528872,267.9366853,Glmn
2946.806614,2923.331715,7712.381394,8387.899983,Glmp
0,0,0,0,Glns-ps1
2574.219834,2417.467278,2389.810528,2300.662854,Glo1
1547.414602,1539.67697,2076.958059,1853.759628,Glod4
0,0,0,0,Glod5
6.291558871,5.750300507,0,1.025260841,Glp1r
2.368197108,7.670418717,5.970416682,5.680210763,Glp2r
0,0,0,0,Glra1
0,0,0,2.080107719,Glra2
5.184000696,2.763515844,3.263884018,2.953174418,Glra3
3.266010948,2.919214537,3.086946003,1.864336831,Glra4
242.3561536,241.6262458,146.6300369,94.40057595,Glrb
17.07708836,10.54953929,35.12292308,35.88412944,Glrp1
1360.516099,1163.854549,2046.328294,2170.713617,Glrx
957.2799665,930.8109615,882.0401111,929.8265925,Glrx2
3290.34882,3263.141244,2202.569405,2171.017917,Glrx3
1368.874326,1369.458203,1037.728557,1004.585894,Glrx5
2544.444071,2514.450946,1382.349091,1260.807622,Gls
16.37988349,30.25316659,7.802117645,11.50116828,Gls2
2.055444149,0.877117417,3.632293076,1.413671857,Glt1d1
72.8398333,63.88194953,163.4122213,119.2674969,Glt28d2
0,0,0,0,Glt6d1
1402.519756,1348.267794,2199.58042,2010.214799,Glt8d1
22.90777283,27.34887841,203.3630031,171.0327368,Glt8d2
731.2623864,747.9162697,2173.839311,3153.585755,Gltp
4.873174108,6.26745562,11.23599077,7.182733584,Gltpd2
0,0,0,0,Glud-ps
2655.852639,2401.621178,2669.443487,2733.967599,Glud1
231.6073077,258.9181324,509.553718,880.0276143,Glul
0.686172841,2.109673086,1.1140649,2.803580925,Glyat
0.898794124,0,0,0,Glyatl3
0,0,0,0,Glycam1
12.53018034,13.83264172,17.86486336,18.82612645,Glyctk
3920.369037,3872.373905,5319.510871,5451.370736,Glyr1
3.789484519,2.331939144,3.70985449,1.222466094,Gm10012
0,0,0,0,Gm10013
0,0,0,0,Gm10015
13.30840538,12.7507149,1.862307129,5.221234509,Gm10020
0,0,0,0,Gm10024
1.996625602,0,1.42922136,2.602729386,Gm10025
0,0,0,0,Gm10029
0,0,0,4.26944659,Gm10031
86.22275429,111.7950434,80.38598042,92.41394028,Gm10033
3.668777035,1.949580713,0,3.131414798,Gm10036
20.7092759,16.13000706,16.04527824,10.1170062,Gm10037
4.240380632,2.401597302,0,0,Gm10038
0,0,2.624740734,5.549270456,Gm10039
27.83674061,22.34691805,16.94017924,19.60477087,Gm10040
0,0,1.132312011,0,Gm10042
0,0,0,0,Gm10043
2.022938937,1.089622342,3.758753809,4.514194717,Gm10045
2.695980852,0.531118298,7.30675811,4.631678345,Gm10046
1.081015977,0,1.366875904,0,Gm10051
0,0,0,0,Gm10052
1962.189338,1939.636235,1436.878478,1355.031387,Gm10053
0,0,0,0,Gm10054
0,0,0,0,Gm10057
0,0,0,0,Gm10058
0,0,0,0,Gm10059
2.696382373,5.750300507,3.396936034,3.075782524,Gm10060
0,0,0,0,Gm10061
0,0,0,0,Gm10064
0,0,0,0,Gm10065
0.900789519,0.96021492,0,1.027306626,Gm10073
0,0,0,0,Gm10074
0,0,1.192928082,0,Gm10075
1.803407149,0.96108706,2.272012209,2.055473295,Gm10076
0,0,0,1.025691554,Gm10080
0,0,1.132312011,0,Gm10086
0,0,0,0,Gm10087
0,0,0,0,Gm10088
0,0,0,0,Gm10092
6.54089274,9.758628426,6.82994865,4.87380529,Gm10093
0,0,2.60E-05,0,Gm10095
0,0,0,0,Gm10096
1.797588249,2.875150253,4.529248045,2.050521683,Gm10097
0,0,0,0,Gm10100
0,0,0,0,Gm10105
0,0,0,3.952051825,Gm10108
3.704182791,1.038125482,0,1.109340297,Gm10109
4.021122203,1.436400988,1.685330307,1.544666405,Gm10110
0,0,0,0,Gm10112
0,0,0,0,Gm10118
0,0,0,0,Gm10120
9629.302843,9414.34287,10649.76912,10250.16539,Gm10123
0,0,0,0,Gm10126
0,0,0,0,Gm10128
1.797588249,2.875150253,6.793872067,5.126304206,Gm10130
19.3338427,0,77.95975322,9.498658109,Gm10131
3.85378153,4.075398528,3.224282574,4.433452999,Gm10132
3.930169715,6.596857073,18.60281316,19.71230305,Gm10134
1.192706187,0,0,0,Gm10135
0,0,0,0,Gm10136
0,0.958383418,0,0,Gm10139
0,0,0,0,Gm10142
0,0,0,1.221504669,Gm10145
0,61.03251472,48.64583264,39.95599585,Gm10146
0,0,0,0,Gm10147
0.608723643,0,0,0,Gm10153
0,0,0,0,Gm10154
0,0,0,1.063213658,Gm10155
0.922373127,0,0,0,Gm10156
0,0,0,0,Gm10157
1.905619193,3.857528319,1.540636044,1.103383949,Gm10160
0,0,0,0,Gm10161
83.25374242,38.73950848,96.70045313,27.35309232,Gm10163
0,0,0,0,Gm10167
1.927424464,4.121813896,6.088196032,6.666042423,Gm10169
0,0,0,0,Gm10171
0.617984816,0.249280443,0,3.355236805,Gm10172
2908.471868,2904.003208,3852.893744,4162.983648,Gm10175
1581.538106,1648.498664,1890.578266,1804.463171,Gm10177
0,0,0,0,Gm10179
0,0,0,0,Gm10180
0,0,0,0,Gm10181
0,0,0,0,Gm10182
0,12.82152222,0,0,Gm10184
0.898794124,0,0,0,Gm10188
0,0,0,0.867251539,Gm10190
0,0,0,1.025260841,Gm10192
1.797588249,0.958383418,0,0,Gm10193
0,0,0,0,Gm10197
0,0,0,0,Gm10198
0,0.952492828,1.132312011,0,Gm10203
0,0,0,0,Gm10205
0,0,0,2.050521683,Gm10212
3.114125077,3.094528956,2.262237235,1.029921517,Gm10217
0,0,0,0,Gm10220
0,0,0,0,Gm10221
0,0,0,0,Gm10222
0,0,1.132394493,0,Gm10224
0,2.875150253,2.264624022,1.025260841,Gm10226
0,0,0,0,Gm10228
0.898794124,6.708683924,0,0,Gm10229
0,0,0,0,Gm10230
0,0,0,0,Gm10231
0,0,0,0,Gm10232
0,0,0,0,Gm10233
0,0,0,0,Gm10234
0,0,0,0,Gm10237
0,0,0,0,Gm10238
0.000804116,0.000385324,0.000157961,0.000134306,Gm10240
0,0,0,0,Gm10241
0,0,0,0,Gm10242
0.36601599,0.195099758,0.230668107,0.209066208,Gm10243
0,0,0,0,Gm10247
0,1.979992945,1.168407291,0,Gm10250
0,0.697112873,2.262552656,1.176527847,Gm10251
1.715621464,3.844202307,2.490904102,2.392382368,Gm10254
0,0,0,0,Gm10256
5.926139935,0,7.583566577,0,Gm10259
3.000255762,2.428358406,5.234874142,4.281946898,Gm10260
0,0.983582227,0,1.817236664,Gm10263
0,0,0,0,Gm10264
0,0,0,0,Gm10267
4.498699674,5.980297853,3.398414267,3.077214982,Gm10268
0,0,2.267434669,1.029428609,Gm10269
0.898794124,6.708683924,3.396936034,1.025260841,Gm10271
0,0,0,0,Gm10272
13.7291349,7.465783872,4.352662389,0,Gm10273
18290.32076,18822.89585,16921.03173,17763.51542,Gm10275
4.560073444,1.928453599,1.14732233,1.044681574,Gm10277
239.6129026,184.0109777,228.0003273,239.5660954,Gm10282
0,0,0,0,Gm10283
8.857867703,7.609071072,4.623276145,5.114330152,Gm10284
0,3.573219097,12.80900156,8.07311149,Gm10288
0,0,0,0,Gm10290
3.620314828,2.895326898,5.697714167,3.229392136,Gm10291
0,0,0,0,Gm10292
0,2.931518514,3.624275529,5.238698537,Gm10293
2.696382373,2.875161736,3.396941066,4.101043365,Gm10295
10.13317147,4.607930253,0,1.316157408,Gm10297
0,0,0,0,Gm10298
2.696382373,2.875150253,3.396936034,4.101043365,Gm10300
0,0,0,0,Gm10302
0,0,0,1.287370058,Gm10306
0,0,0,0,Gm10307
0,0,1.132312011,0,Gm10308
0,0.958383418,0,0,Gm10309
0,0.555518313,0,0,Gm10310
0,0,0,0,Gm10312
0,0,0,0,Gm10313
0,0,0,0,Gm10318
0,0,0,0,Gm10319
4.493970622,2.8768307,18.30537854,13.11502541,Gm10320
0.898794124,1.916766836,1.132312011,1.025260841,Gm10322
0,0,0,0,Gm10324
0,0.960974802,7.945281638,0,Gm10327
19.23255571,16.00682891,17.5689015,19.8469007,Gm10330
0,0,0,0,Gm10334
